"","ExperimentName","Subject","Group","Block","Trial","STIM","TASK","Switch","Congruent","CVOE","Response","Key","PCVstim.RT","Match","score"
"1086","CVOE_B",10,1,3,40,"S 35","Letter","Y",TRUE,"CV","q","p",910,FALSE,0
"1087","CVOE_B",10,1,3,41,"D 41","Number","Y",TRUE,"OE","q","p",6460,FALSE,0
"1088","CVOE_B",10,1,3,42,"E 06","Number","N",TRUE,"OE","p","p",2476,TRUE,1
"1089","CVOE_B",10,1,3,43,"A 27","Number","N",FALSE,"OE","q","p",3317,FALSE,0
"1090","CVOE_B",10,1,3,44,"U 95","Letter","Y",FALSE,"CV","p","q",1638,FALSE,0
"1091","CVOE_B",10,1,3,45,"A 53","Letter","N",FALSE,"CV","p","p",1207,TRUE,1
"1092","CVOE_B",10,1,3,46,"E 43","Letter","N",FALSE,"CV","p","p",1104,TRUE,1
"1093","CVOE_B",10,1,3,47,"P 05","Number","Y",TRUE,"OE","q","p",2934,FALSE,0
"1094","CVOE_B",10,1,3,48,"O 19","Letter","Y",FALSE,"CV","q","q",3506,TRUE,1
"1095","CVOE_B",10,1,3,49,"I 96","Number","Y",TRUE,"OE","p","p",4377,TRUE,1
"1096","CVOE_B",10,1,3,50,"A 88","Number","N",TRUE,"OE","p","q",1389,FALSE,0
"1097","CVOE_B",10,1,3,51,"I 67","Number","N",FALSE,"OE","q","p",1963,FALSE,0
"1098","CVOE_B",10,1,3,52,"D 40","Number","N",FALSE,"OE","p","q",3484,FALSE,0
"1099","CVOE_B",10,1,3,53,"P 79","Letter","Y",TRUE,"CV","q","p",2238,FALSE,0
"1100","CVOE_B",10,1,3,54,"U 24","Number","Y",TRUE,"OE","p","q",5039,FALSE,0
"1101","CVOE_B",10,1,3,55,"P 74","Number","N",FALSE,"OE","p","p",2281,TRUE,1
"1102","CVOE_B",10,1,3,56,"E 70","Number","N",TRUE,"OE","p","q",1626,FALSE,0
"1103","CVOE_B",10,1,3,57,"S 27","Number","N",TRUE,"OE","q","q",1488,TRUE,1
"1104","CVOE_B",10,1,3,58,"E 54","Letter","Y",TRUE,"CV","p","p",1196,TRUE,1
"1105","CVOE_B",10,1,3,59,"A 53","Letter","N",FALSE,"CV","p","q",3132,FALSE,0
"1106","CVOE_B",10,1,3,60,"P 34","Letter","N",FALSE,"CV","q","p",7544,FALSE,0
"1107","CVOE_B",10,1,3,61,"D 74","Number","Y",FALSE,"OE","p","q",1977,FALSE,0
"1108","CVOE_B",10,1,3,62,"A 03","Letter","Y",FALSE,"CV","p","q",2148,FALSE,0
"1109","CVOE_B",10,1,3,63,"E 24","Number","Y",TRUE,"OE","p","p",3907,TRUE,1
"1110","CVOE_B",10,1,3,64,"I 58","Letter","Y",TRUE,"CV","p","q",2426,FALSE,0
"1111","CVOE_B",10,1,3,65,"D 77","Number","Y",TRUE,"OE","q","q",2152,TRUE,1
"1112","CVOE_B",10,1,3,66,"S 75","Number","N",TRUE,"OE","q","q",4526,TRUE,1
"1113","CVOE_B",10,1,3,67,"I 20","Letter","Y",TRUE,"CV","p","p",1379,TRUE,1
"1114","CVOE_B",10,1,3,68,"J 52","Letter","N",FALSE,"CV","q","q",4478,TRUE,1
"1115","CVOE_B",10,1,3,69,"A 38","Number","Y",TRUE,"OE","p","p",2472,TRUE,1
"1116","CVOE_B",10,1,3,70,"I 60","Letter","Y",TRUE,"CV","p","p",4311,TRUE,1
"1117","CVOE_B",10,1,3,71,"S 51","Number","Y",TRUE,"OE","q","p",4302,FALSE,0
"1118","CVOE_B",10,1,3,72,"D 63","Letter","Y",TRUE,"CV","q","q",3637,TRUE,1
"1119","CVOE_B",10,1,3,73,"U 27","Letter","N",FALSE,"CV","p","q",2343,FALSE,0
"1120","CVOE_B",10,1,3,74,"J 77","Letter","N",TRUE,"CV","q","p",877,FALSE,0
"1121","CVOE_B",10,1,3,75,"O 15","Number","Y",FALSE,"OE","q","p",4622,FALSE,0
"1122","CVOE_B",10,1,3,76,"J 20","Letter","Y",FALSE,"CV","q","q",1621,TRUE,1
"1123","CVOE_B",10,1,3,77,"U 97","Number","Y",FALSE,"OE","q","p",3579,FALSE,0
"1124","CVOE_B",10,1,3,78,"H 03","Number","N",TRUE,"OE","q","q",2719,TRUE,1
"1125","CVOE_B",10,1,3,79,"O 04","Letter","Y",TRUE,"CV","p","q",1881,FALSE,0
"1126","CVOE_B",10,1,3,80,"E 10","Letter","N",TRUE,"CV","p","p",961,TRUE,1
"1127","CVOE_B",10,1,3,81,"I 52","Letter","N",TRUE,"CV","p","p",914,TRUE,1
"1128","CVOE_B",10,1,3,82,"H 81","Number","Y",TRUE,"OE","q","q",856,TRUE,1
"1129","CVOE_B",10,1,3,83,"I 41","Number","N",FALSE,"OE","q","p",7131,FALSE,0
"1130","CVOE_B",10,1,3,84,"U 19","Letter","Y",FALSE,"CV","p","q",6745,FALSE,0
"1131","CVOE_B",10,1,3,85,"O 17","Number","Y",FALSE,"OE","q","p",4009,FALSE,0
"1132","CVOE_B",10,1,3,86,"A 10","Number","N",TRUE,"OE","p","p",4301,TRUE,1
"1133","CVOE_B",10,1,3,87,"P 93","Letter","Y",TRUE,"CV","q","p",1676,FALSE,0
"1134","CVOE_B",10,1,3,88,"E 59","Letter","N",FALSE,"CV","p","q",1221,FALSE,0
"1135","CVOE_B",10,1,3,89,"O 53","Letter","N",FALSE,"CV","p","p",995,TRUE,1
"1136","CVOE_B",10,1,3,90,"A 96","Letter","N",TRUE,"CV","p","q",1852,FALSE,0
"1137","CVOE_B",10,1,3,91,"H 36","Letter","Y",FALSE,"CV","q","p",1015,FALSE,0
"1138","CVOE_B",10,1,3,92,"A 63","Letter","N",FALSE,"CV","p","q",1210,FALSE,0
"1139","CVOE_B",10,1,3,93,"I 38","Letter","N",TRUE,"CV","p","q",1030,FALSE,0
"1140","CVOE_B",10,1,3,94,"O 51","Number","Y",FALSE,"OE","q","q",1444,TRUE,1
"1141","CVOE_B",10,1,3,95,"J 26","Number","N",FALSE,"OE","p","p",2180,TRUE,1
"1142","CVOE_B",10,1,3,96,"S 34","Letter","Y",FALSE,"CV","q","q",2747,TRUE,1
"1143","CVOE_B",10,1,3,97,"U 85","Number","Y",FALSE,"OE","q","p",6737,FALSE,0
"1144","CVOE_B",10,1,3,98,"J 77","Number","N",TRUE,"OE","q","q",2991,TRUE,1
"1145","CVOE_B",10,1,3,99,"I 73","Letter","Y",FALSE,"CV","p","q",3125,FALSE,0
"1146","CVOE_B",10,1,3,100,"H 46","Number","Y",FALSE,"OE","p","p",1623,TRUE,1
"1147","CVOE_B",10,1,3,101,"D 04","Number","N",FALSE,"OE","p","p",1333,TRUE,1
"1148","CVOE_B",10,1,3,102,"P 72","Letter","Y",FALSE,"CV","q","q",1704,TRUE,1
"1149","CVOE_B",10,1,3,103,"D 99","Number","Y",TRUE,"OE","q","p",3415,FALSE,0
"1150","CVOE_B",10,1,3,104,"U 25","Letter","Y",FALSE,"CV","p","q",3939,FALSE,0
"1151","CVOE_B",10,1,3,105,"O 32","Letter","N",TRUE,"CV","p","q",1015,FALSE,0
"1152","CVOE_B",10,1,3,106,"E 80","Letter","N",TRUE,"CV","p","q",802,FALSE,0
"1153","CVOE_B",10,1,3,107,"O 84","Number","Y",TRUE,"OE","p","p",3195,TRUE,1
"1154","CVOE_B",10,1,3,108,"A 78","Number","N",TRUE,"OE","p","q",6340,FALSE,0
"1155","CVOE_B",10,1,3,109,"S 05","Number","N",TRUE,"OE","q","p",2060,FALSE,0
"1156","CVOE_B",10,1,3,110,"U 35","Letter","Y",FALSE,"CV","p","p",1648,TRUE,1
"1157","CVOE_B",10,1,3,111,"H 14","Letter","N",FALSE,"CV","q","p",5435,FALSE,0
"1158","CVOE_B",10,1,3,112,"U 15","Number","Y",FALSE,"OE","q","q",3430,TRUE,1
"1159","CVOE_B",10,1,3,113,"E 36","Letter","Y",TRUE,"CV","p","p",2028,TRUE,1
"1160","CVOE_B",10,1,3,114,"P 70","Letter","N",FALSE,"CV","q","p",899,FALSE,0
"1161","CVOE_B",10,1,3,115,"O 44","Number","Y",TRUE,"OE","p","p",1566,TRUE,1
"1162","CVOE_B",10,1,3,116,"S 41","Letter","Y",TRUE,"CV","q","q",2823,TRUE,1
"1163","CVOE_B",10,1,3,117,"D 83","Letter","N",TRUE,"CV","q","p",3613,FALSE,0
"1164","CVOE_B",10,1,3,118,"J 39","Letter","N",TRUE,"CV","q","p",1201,FALSE,0
"1165","CVOE_B",10,1,3,119,"S 22","Number","Y",FALSE,"OE","p","q",1658,FALSE,0
"1166","CVOE_B",10,1,3,120,"D 89","Letter","Y",TRUE,"CV","q","p",1686,FALSE,0
"1167","CVOE_B",10,1,3,121,"P 87","Letter","N",TRUE,"CV","q","q",1206,TRUE,1
"1168","CVOE_B",10,1,3,122,"H 42","Letter","N",FALSE,"CV","q","p",903,FALSE,0
"1169","CVOE_B",10,1,3,123,"S 49","Letter","N",TRUE,"CV","q","p",829,FALSE,0
"1170","CVOE_B",10,1,3,124,"J 20","Number","Y",FALSE,"OE","p","q",3219,FALSE,0
"1171","CVOE_B",10,1,3,125,"O 19","Letter","Y",FALSE,"CV","p","q",1671,FALSE,0
"1172","CVOE_B",10,1,3,126,"H 50","Letter","N",FALSE,"CV","q","p",837,FALSE,0
"1173","CVOE_B",10,1,3,127,"I 68","Number","Y",TRUE,"OE","p","p",3774,TRUE,1
"1174","CVOE_B",10,1,3,128,"J 72","Number","N",FALSE,"OE","p","q",2434,FALSE,0
"1175","CVOE_B",10,1,3,129,"O 21","Number","N",FALSE,"OE","q","q",2355,TRUE,1
"1176","CVOE_B",10,1,3,130,"H 22","Number","N",FALSE,"OE","p","p",2028,TRUE,1
"1177","CVOE_B",10,1,4,1,"A 44","Letter","N",TRUE,"CV","p","p",7752,TRUE,1
"1178","CVOE_B",10,1,4,2,"D 94","Letter","N",FALSE,"CV","q","q",1291,TRUE,1
"1179","CVOE_B",10,1,4,3,"E 75","Number","Y",FALSE,"OE","q","p",4558,FALSE,0
"1180","CVOE_B",10,1,4,4,"H 81","Number","N",TRUE,"OE","q","q",3352,TRUE,1
"1181","CVOE_B",10,1,4,5,"I 64","Letter","Y",TRUE,"CV","p","q",1415,FALSE,0
"1182","CVOE_B",10,1,4,6,"J 54","Letter","N",FALSE,"CV","q","p",1850,FALSE,0
"1183","CVOE_B",10,1,4,7,"O 23","Number","Y",FALSE,"OE","q","p",1654,FALSE,0
"1184","CVOE_B",10,1,4,8,"P 05","Number","N",TRUE,"OE","q","q",1993,TRUE,1
"1185","CVOE_B",10,1,4,9,"S 34","Letter","Y",FALSE,"CV","q","q",2098,TRUE,1
"1186","CVOE_B",10,1,4,10,"U 88","Letter","N",TRUE,"CV","p","q",3182,FALSE,0
"1187","CVOE_B",10,1,4,11,"A 70","Number","Y",TRUE,"OE","p","q",2133,FALSE,0
"1188","CVOE_B",10,1,4,12,"D 12","Number","N",FALSE,"OE","p","p",2392,TRUE,1
"1189","CVOE_B",10,1,4,13,"E 79","Letter","Y",FALSE,"CV","p","p",4415,TRUE,1
"1190","CVOE_B",10,1,4,14,"H 72","Letter","N",FALSE,"CV","q","q",1155,TRUE,1
"1191","CVOE_B",10,1,4,15,"I 41","Number","Y",FALSE,"OE","q","p",1396,FALSE,0
"1192","CVOE_B",10,1,4,16,"J 63","Number","N",TRUE,"OE","q","q",1749,TRUE,1
"1193","CVOE_B",10,1,4,17,"O 03","Letter","Y",FALSE,"CV","p","q",1419,FALSE,0
"1194","CVOE_B",10,1,4,18,"P 75","Letter","N",TRUE,"CV","q","p",2990,FALSE,0
"1195","CVOE_B",10,1,4,19,"S 61","Number","Y",TRUE,"OE","q","q",2069,TRUE,1
"1196","CVOE_B",10,1,4,20,"U 28","Number","N",TRUE,"OE","p","q",2763,FALSE,0
"1197","CVOE_B",10,1,4,21,"A 21","Letter","Y",FALSE,"CV","p","p",1460,TRUE,1
"1198","CVOE_B",10,1,4,22,"D 18","Letter","N",FALSE,"CV","q","p",2274,FALSE,0
"1199","CVOE_B",10,1,4,23,"E 35","Number","Y",FALSE,"OE","q","q",2732,TRUE,1
"1200","CVOE_B",10,1,4,24,"H 62","Number","N",FALSE,"OE","p","p",3031,TRUE,1
"1201","CVOE_B",10,1,4,25,"I 82","Letter","Y",TRUE,"CV","p","q",1534,FALSE,0
"1202","CVOE_B",10,1,4,26,"J 78","Letter","N",FALSE,"CV","q","q",1490,TRUE,1
"1203","CVOE_B",10,1,4,27,"O 12","Number","Y",TRUE,"OE","p","q",3333,FALSE,0
"1204","CVOE_B",10,1,4,28,"P 13","Number","N",TRUE,"OE","q","p",6969,FALSE,0
"1205","CVOE_B",10,1,4,29,"S 07","Letter","Y",TRUE,"CV","q","p",7823,FALSE,0
"1206","CVOE_B",10,1,4,30,"U 36","Letter","N",TRUE,"CV","p","q",887,FALSE,0
"1207","CVOE_B",10,1,4,31,"A 96","Number","Y",TRUE,"OE","p","q",4042,FALSE,0
"1208","CVOE_B",10,1,4,32,"D 04","Number","N",FALSE,"OE","p","p",1588,TRUE,1
"1209","CVOE_B",10,1,4,33,"E 60","Letter","Y",TRUE,"CV","p","q",1218,FALSE,0
"1210","CVOE_B",10,1,4,34,"H 83","Letter","N",TRUE,"CV","q","p",1893,FALSE,0
"1211","CVOE_B",10,1,4,35,"I 64","Number","Y",TRUE,"OE","p","p",1441,TRUE,1
"1212","CVOE_B",10,1,4,36,"J 76","Number","N",FALSE,"OE","p","p",4530,TRUE,1
"1213","CVOE_B",10,1,4,37,"O 78","Letter","Y",TRUE,"CV","p","q",2422,FALSE,0
"1214","CVOE_B",10,1,4,38,"P 09","Letter","N",TRUE,"CV","q","p",1357,FALSE,0
"1215","CVOE_B",10,1,4,39,"S 72","Number","Y",FALSE,"OE","p","p",1542,TRUE,1
"1216","CVOE_B",10,1,4,40,"U 47","Number","N",FALSE,"OE","q","p",3364,FALSE,0
"1217","CVOE_B",10,1,4,41,"A 31","Letter","Y",FALSE,"CV","p","q",1789,FALSE,0
"1218","CVOE_B",10,1,4,42,"D 96","Letter","N",FALSE,"CV","q","p",2147,FALSE,0
"1219","CVOE_B",10,1,4,43,"E 40","Number","Y",TRUE,"OE","p","q",2418,FALSE,0
"1220","CVOE_B",10,1,4,44,"H 79","Number","N",TRUE,"OE","q","p",2093,FALSE,0
"1221","CVOE_B",10,1,4,45,"I 15","Letter","Y",FALSE,"CV","p","p",4105,TRUE,1
"1222","CVOE_B",10,1,4,46,"J 07","Letter","N",TRUE,"CV","q","p",1480,FALSE,0
"1223","CVOE_B",10,1,4,47,"O 61","Number","Y",FALSE,"OE","q","q",3945,TRUE,1
"1224","CVOE_B",10,1,4,48,"P 58","Number","N",FALSE,"OE","p","p",2104,TRUE,1
"1225","CVOE_B",10,1,4,49,"S 37","Letter","Y",TRUE,"CV","q","p",2782,FALSE,0
"1226","CVOE_B",10,1,4,50,"U 61","Letter","N",FALSE,"CV","p","q",1501,FALSE,0
"1227","CVOE_B",10,1,4,51,"A 17","Number","Y",FALSE,"OE","q","p",1531,FALSE,0
"1228","CVOE_B",10,1,4,52,"D 85","Number","N",TRUE,"OE","q","p",2126,FALSE,0
"1229","CVOE_B",10,1,4,53,"E 20","Letter","Y",TRUE,"CV","p","p",1914,TRUE,1
"1230","CVOE_B",10,1,4,54,"H 86","Letter","N",FALSE,"CV","q","p",1027,FALSE,0
"1231","CVOE_B",10,1,4,55,"I 21","Number","Y",FALSE,"OE","q","q",2065,TRUE,1
"1232","CVOE_B",10,1,4,56,"J 29","Number","N",TRUE,"OE","q","q",2472,TRUE,1
"1233","CVOE_B",10,1,4,57,"O 13","Letter","Y",FALSE,"CV","p","p",2551,TRUE,1
"1234","CVOE_B",10,1,4,58,"P 82","Letter","N",FALSE,"CV","q","q",4324,TRUE,1
"1235","CVOE_B",10,1,4,59,"S 72","Number","Y",FALSE,"OE","p","p",4359,TRUE,1
"1236","CVOE_B",10,1,4,60,"U 84","Number","N",TRUE,"OE","p","p",4496,TRUE,1
"1237","CVOE_B",10,1,4,61,"A 49","Letter","Y",FALSE,"CV","p","q",1822,FALSE,0
"1238","CVOE_B",10,1,4,62,"D 91","Letter","N",TRUE,"CV","q","q",1828,TRUE,1
"1239","CVOE_B",10,1,4,63,"E 99","Number","Y",FALSE,"OE","q","p",2202,FALSE,0
"1240","CVOE_B",10,1,4,64,"H 16","Number","N",FALSE,"OE","p","q",2963,FALSE,0
"1241","CVOE_B",10,1,4,65,"I 45","Letter","Y",FALSE,"CV","p","q",2108,FALSE,0
"1242","CVOE_B",10,1,4,66,"J 70","Letter","N",FALSE,"CV","q","q",947,TRUE,1
"1243","CVOE_B",10,1,4,67,"O 22","Number","Y",TRUE,"OE","p","q",1673,FALSE,0
"1244","CVOE_B",10,1,4,68,"P 41","Number","N",TRUE,"OE","q","q",7847,TRUE,1
"1245","CVOE_B",10,1,4,69,"S 93","Letter","Y",TRUE,"CV","q","p",853,FALSE,0
"1246","CVOE_B",10,1,4,70,"U 70","Letter","N",TRUE,"CV","p","p",1704,TRUE,1
"1247","CVOE_B",10,1,4,71,"A 42","Number","Y",TRUE,"OE","p","p",1782,TRUE,1
"1248","CVOE_B",10,1,4,72,"D 85","Number","N",TRUE,"OE","q","q",3948,TRUE,1
"1249","CVOE_B",10,1,4,73,"E 68","Letter","Y",TRUE,"CV","p","q",2691,FALSE,0
"1250","CVOE_B",10,1,4,74,"H 17","Letter","N",TRUE,"CV","q","p",4031,FALSE,0
"1251","CVOE_B",10,1,4,75,"I 70","Number","Y",TRUE,"OE","p","q",1142,FALSE,0
"1252","CVOE_B",10,1,4,76,"J 88","Number","N",FALSE,"OE","p","p",1532,TRUE,1
"1253","CVOE_B",10,1,4,77,"O 32","Letter","Y",TRUE,"CV","p","q",1399,FALSE,0
"1254","CVOE_B",10,1,4,78,"P 95","Letter","N",TRUE,"CV","q","p",1704,FALSE,0
"1255","CVOE_B",10,1,4,79,"S 98","Number","Y",FALSE,"OE","p","p",1182,TRUE,1
"1256","CVOE_B",10,1,4,80,"U 37","Number","N",FALSE,"OE","q","p",3324,FALSE,0
"1257","CVOE_B",10,1,4,81,"A 56","Letter","Y",TRUE,"CV","p","q",2262,FALSE,0
"1258","CVOE_B",10,1,4,82,"D 57","Letter","N",TRUE,"CV","q","p",3612,FALSE,0
"1259","CVOE_B",10,1,4,83,"E 93","Number","Y",FALSE,"OE","q","p",1648,FALSE,0
"1260","CVOE_B",10,1,4,84,"H 27","Number","N",TRUE,"OE","q","q",2412,TRUE,1
"1261","CVOE_B",10,1,4,85,"I 35","Letter","Y",FALSE,"CV","p","p",1088,TRUE,1
"1262","CVOE_B",10,1,4,86,"J 03","Letter","N",TRUE,"CV","q","q",619,TRUE,1
"1263","CVOE_B",10,1,4,87,"O 28","Number","Y",TRUE,"OE","p","q",2094,FALSE,0
"1264","CVOE_B",10,1,4,88,"P 59","Number","N",TRUE,"OE","q","q",2818,TRUE,1
"1265","CVOE_B",10,1,4,89,"S 77","Letter","Y",TRUE,"CV","q","p",1278,FALSE,0
"1266","CVOE_B",10,1,4,90,"U 05","Letter","N",FALSE,"CV","p","p",3622,TRUE,1
"1267","CVOE_B",10,1,4,91,"A 56","Number","Y",TRUE,"OE","p","p",2317,TRUE,1
"1268","CVOE_B",10,1,4,92,"D 01","Number","N",TRUE,"OE","q","q",3614,TRUE,1
"1269","CVOE_B",10,1,4,93,"E 02","Letter","Y",TRUE,"CV","p","q",1491,FALSE,0
"1270","CVOE_B",10,1,4,94,"H 68","Letter","N",FALSE,"CV","q","p",1310,FALSE,0
"1271","CVOE_B",10,1,4,95,"I 05","Number","Y",FALSE,"OE","q","p",1740,FALSE,0
"1272","CVOE_B",10,1,4,96,"J 55","Number","N",TRUE,"OE","q","p",3136,FALSE,0
"1273","CVOE_B",10,1,4,97,"O 73","Letter","Y",FALSE,"CV","p","p",4708,TRUE,1
"1274","CVOE_B",10,1,4,98,"P 41","Letter","N",TRUE,"CV","q","p",3227,FALSE,0
"1275","CVOE_B",10,1,4,99,"S 92","Number","Y",FALSE,"OE","p","q",1658,FALSE,0
"1276","CVOE_B",10,1,4,100,"U 34","Number","N",TRUE,"OE","p","p",1525,TRUE,1
"1277","CVOE_B",10,1,4,101,"A 09","Letter","Y",FALSE,"CV","p","q",1078,FALSE,0
"1278","CVOE_B",10,1,4,102,"D 92","Letter","N",FALSE,"CV","q","q",1839,TRUE,1
"1279","CVOE_B",10,1,4,103,"E 48","Number","Y",TRUE,"OE","p","p",1399,TRUE,1
"1280","CVOE_B",10,1,4,104,"H 76","Number","N",FALSE,"OE","p","q",6152,FALSE,0
"1281","CVOE_B",10,1,4,105,"I 44","Letter","Y",TRUE,"CV","p","p",1691,TRUE,1
"1282","CVOE_B",10,1,4,106,"J 67","Letter","N",TRUE,"CV","q","q",886,TRUE,1
"1283","CVOE_B",10,1,4,107,"O 48","Number","Y",TRUE,"OE","p","q",1231,FALSE,0
"1284","CVOE_B",10,1,4,108,"P 22","Number","N",FALSE,"OE","p","q",1845,FALSE,0
"1285","CVOE_B",10,1,4,109,"S 86","Letter","Y",FALSE,"CV","q","p",1326,FALSE,0
"1286","CVOE_B",10,1,4,110,"U 35","Letter","N",FALSE,"CV","p","q",894,FALSE,0
"1287","CVOE_B",10,1,4,111,"A 91","Number","Y",FALSE,"OE","q","q",1610,TRUE,1
"1288","CVOE_B",10,1,4,112,"D 78","Number","N",FALSE,"OE","p","q",1581,FALSE,0
"1289","CVOE_B",10,1,4,113,"E 91","Letter","Y",FALSE,"CV","p","q",4419,FALSE,0
"1290","CVOE_B",10,1,4,114,"H 54","Letter","N",FALSE,"CV","q","p",1016,FALSE,0
"1291","CVOE_B",10,1,4,115,"I 65","Number","Y",FALSE,"OE","p","p",1571,TRUE,1
"1292","CVOE_B",10,1,4,116,"J 52","Number","N",FALSE,"OE","p","q",2854,FALSE,0
"1293","CVOE_B",10,1,4,117,"O 19","Letter","Y",FALSE,"CV","p","p",3050,TRUE,1
"1294","CVOE_B",10,1,4,118,"P 48","Letter","N",FALSE,"CV","q","p",894,FALSE,0
"1295","CVOE_B",10,1,4,119,"S 45","Number","Y",TRUE,"OE","q","q",1290,TRUE,1
"1296","CVOE_B",10,1,4,120,"U 26","Number","N",TRUE,"OE","p","p",5109,TRUE,1
"1297","CVOE_B",6,1,1,11,"A 24","","",TRUE,"OE","p","p",4245,TRUE,1
"1298","CVOE_B",6,1,1,12,"O 83","","",FALSE,"OE","q","q",1111,TRUE,1
"1299","CVOE_B",6,1,1,13,"H 55","","",TRUE,"OE","q","q",1061,TRUE,1
"1300","CVOE_B",6,1,1,14,"P 10","","",FALSE,"OE","p","p",875,TRUE,1
"1301","CVOE_B",6,1,1,15,"D 30","","",FALSE,"OE","p","p",964,TRUE,1
"1302","CVOE_B",6,1,1,16,"U 62","","",TRUE,"OE","p","p",812,TRUE,1
"1303","CVOE_B",6,1,1,17,"P 95","","",TRUE,"OE","q","q",871,TRUE,1
"1304","CVOE_B",6,1,1,18,"U 06","","",TRUE,"OE","p","p",693,TRUE,1
"1305","CVOE_B",6,1,1,19,"E 75","","",FALSE,"OE","q","q",1136,TRUE,1
"1306","CVOE_B",6,1,1,20,"I 67","","",FALSE,"OE","q","q",788,TRUE,1
"1307","CVOE_B",6,1,1,21,"S 13","","",TRUE,"OE","q","q",857,TRUE,1
"1308","CVOE_B",6,1,1,22,"P 78","","",FALSE,"OE","p","p",693,TRUE,1
"1309","CVOE_B",6,1,1,23,"I 15","","",FALSE,"OE","q","q",1664,TRUE,1
"1310","CVOE_B",6,1,1,24,"D 27","","",TRUE,"OE","q","q",646,TRUE,1
"1311","CVOE_B",6,1,1,25,"O 94","","",TRUE,"OE","p","p",798,TRUE,1
"1312","CVOE_B",6,1,1,26,"A 65","","",FALSE,"OE","q","q",2471,TRUE,1
"1313","CVOE_B",6,1,1,27,"I 42","","",TRUE,"OE","p","p",1205,TRUE,1
"1314","CVOE_B",6,1,1,28,"E 25","","",FALSE,"OE","q","q",758,TRUE,1
"1315","CVOE_B",6,1,1,29,"H 49","","",TRUE,"OE","p","q",615,FALSE,0
"1316","CVOE_B",6,1,1,30,"S 18","","",FALSE,"OE","p","p",1618,TRUE,1
"1317","CVOE_B",6,1,1,31,"H 51","","",TRUE,"OE","q","q",677,TRUE,1
"1318","CVOE_B",6,1,1,32,"U 14","","",TRUE,"OE","p","p",1182,TRUE,1
"1319","CVOE_B",6,1,1,33,"E 02","","",TRUE,"OE","p","p",884,TRUE,1
"1320","CVOE_B",6,1,1,34,"J 26","","",FALSE,"OE","p","p",860,TRUE,1
"1321","CVOE_B",6,1,1,35,"D 24","","",FALSE,"OE","p","p",687,TRUE,1
"1322","CVOE_B",6,1,1,36,"O 50","","",TRUE,"OE","p","p",1042,TRUE,1
"1323","CVOE_B",6,1,1,37,"U 16","","",TRUE,"OE","p","p",587,TRUE,1
"1324","CVOE_B",6,1,1,38,"O 15","","",FALSE,"OE","q","q",849,TRUE,1
"1325","CVOE_B",6,1,1,39,"D 32","","",FALSE,"OE","p","p",1412,TRUE,1
"1326","CVOE_B",6,1,1,40,"S 67","","",TRUE,"OE","q","q",671,TRUE,1
"1327","CVOE_B",6,1,1,41,"J 74","","",FALSE,"OE","p","p",1053,TRUE,1
"1328","CVOE_B",6,1,1,42,"D 92","","",FALSE,"OE","p","p",1216,TRUE,1
"1329","CVOE_B",6,1,1,43,"A 65","","",FALSE,"OE","q","q",644,TRUE,1
"1330","CVOE_B",6,1,1,44,"I 87","","",FALSE,"OE","q","q",828,TRUE,1
"1331","CVOE_B",6,1,1,45,"H 61","","",TRUE,"OE","q","q",1202,TRUE,1
"1332","CVOE_B",6,1,1,46,"E 59","","",FALSE,"OE","q","q",915,TRUE,1
"1333","CVOE_B",6,1,1,47,"I 33","","",FALSE,"OE","q","q",827,TRUE,1
"1334","CVOE_B",6,1,1,48,"O 90","","",TRUE,"OE","p","p",681,TRUE,1
"1335","CVOE_B",6,1,1,49,"U 51","","",FALSE,"OE","q","q",753,TRUE,1
"1336","CVOE_B",6,1,1,50,"A 10","","",TRUE,"OE","p","p",575,TRUE,1
"1337","CVOE_B",6,1,1,51,"E 50","","",TRUE,"OE","p","p",786,TRUE,1
"1338","CVOE_B",6,1,1,52,"D 92","","",FALSE,"OE","p","p",704,TRUE,1
"1339","CVOE_B",6,1,1,53,"E 60","","",TRUE,"OE","p","p",630,TRUE,1
"1340","CVOE_B",6,1,1,54,"A 95","","",FALSE,"OE","q","q",660,TRUE,1
"1341","CVOE_B",6,1,1,55,"E 64","","",TRUE,"OE","p","p",623,TRUE,1
"1342","CVOE_B",6,1,1,56,"P 20","","",FALSE,"OE","p","p",613,TRUE,1
"1343","CVOE_B",6,1,1,57,"S 06","","",FALSE,"OE","p","p",1080,TRUE,1
"1344","CVOE_B",6,1,1,58,"P 64","","",FALSE,"OE","p","p",880,TRUE,1
"1345","CVOE_B",6,1,1,59,"U 70","","",TRUE,"OE","p","p",641,TRUE,1
"1346","CVOE_B",6,1,1,60,"S 16","","",FALSE,"OE","p","p",649,TRUE,1
"1347","CVOE_B",6,1,1,61,"E 35","","",FALSE,"OE","q","q",637,TRUE,1
"1348","CVOE_B",6,1,1,62,"I 93","","",FALSE,"OE","q","q",2349,TRUE,1
"1349","CVOE_B",6,1,1,63,"D 63","","",TRUE,"OE","q","q",747,TRUE,1
"1350","CVOE_B",6,1,1,64,"U 89","","",FALSE,"OE","q","q",929,TRUE,1
"1351","CVOE_B",6,1,1,65,"E 91","","",FALSE,"OE","q","q",828,TRUE,1
"1352","CVOE_B",6,1,1,66,"A 12","","",TRUE,"OE","p","p",754,TRUE,1
"1353","CVOE_B",6,1,1,67,"P 56","","",FALSE,"OE","p","p",835,TRUE,1
